Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
1026,7110-1,1999,"['71741-1', '41101-1', '71799-1', '41130-1', '75222-1']",Landspeeder,https://cdn.rebrickable.com/media/sets/7110-1.jpg,158,Star Wars,49,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.65809225772483,276.3482576527057
1027,7111-1,1999,"['71741-1', '71799-1', '41101-1', '41732-1', '41737-1']",Droid Fighter,https://cdn.rebrickable.com/media/sets/7111-1.jpg,158,Star Wars,62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.693088556429,312.24702410177764
1028,7113-1,2002,"['71741-1', '3315-1', '41101-1', '41400-1', '71799-1']",Tusken Raider Encounter,https://cdn.rebrickable.com/media/sets/7113-1.jpg,158,Star Wars,93,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.3056967374901,251.89204371641296
1029,7115-1,2000,"['71741-1', '3315-1', '41101-1', '71799-1', '41008-1']",Gungan Patrol,https://cdn.rebrickable.com/media/sets/7115-1.jpg,158,Star Wars,79,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,482.3577486192984,208.039582705762
1030,7119-1,2002,"['71741-1', '71799-1', '41101-1', '3315-1', '41130-1']",Twin-Pod Cloud Car,https://cdn.rebrickable.com/media/sets/7119-1.jpg,158,Star Wars,118,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.7981044601953,286.05535176298866
1031,7121-1,1999,"['71741-1', '71799-1', '41101-1', '7261-2', '7676-1']",Naboo Swamp,https://cdn.rebrickable.com/media/sets/7121-1.jpg,158,Star Wars,82,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.37122910902,279.9961107946066
1032,7124-1,2000,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",Flash Speeder,https://cdn.rebrickable.com/media/sets/7124-1.jpg,158,Star Wars,107,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.74930306537914,285.55375793346786
1033,7126-1,2001,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",Battle Droid Carrier,https://cdn.rebrickable.com/media/sets/7126-1.jpg,158,Star Wars,133,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.6559915663528,283.0010823154362
1034,7127-1,2001,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Imperial AT-ST,https://cdn.rebrickable.com/media/sets/7127-1.jpg,158,Star Wars,107,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.36891632601873,307.0548162492696
1035,7128-1,1999,"['71741-1', '71799-1', '41101-1', '7261-2', '71705-1']",Speeder Bikes,https://cdn.rebrickable.com/media/sets/7128-1.jpg,158,Star Wars,93,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.2860668589325,126.35211216733742
1036,7130-1,1999,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Snowspeeder,https://cdn.rebrickable.com/media/sets/7130-1.jpg,158,Star Wars,217,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.0468043988994,291.59544745896613
1037,7131-1,1999,"['71741-1', '41101-1', '71799-1', '3315-1', '41130-1']",Anakin's Podracer,https://cdn.rebrickable.com/media/sets/7131-1.jpg,158,Star Wars,136,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.2536422488905,319.9332214843309
1038,7133-1,2002,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Bounty Hunter Pursuit,https://cdn.rebrickable.com/media/sets/7133-1.jpg,158,Star Wars,254,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,287.9254058746572,354.85922154336504
1039,7134-1,2000,"['71741-1', '71799-1', '41101-1', '71705-1', '75053-1']",A-wing Fighter,https://cdn.rebrickable.com/media/sets/7134-1.jpg,158,Star Wars,125,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.11789793898305,172.46537497846916
1040,7139-1,2002,"['71741-1', '3315-1', '41130-1', '71799-1', '41101-1']",Ewok Attack,https://cdn.rebrickable.com/media/sets/7139-1.jpg,158,Star Wars,121,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.46168915796096,257.13818835490747
1041,7140-1,1999,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",X-wing Fighter,https://cdn.rebrickable.com/media/sets/7140-1.jpg,158,Star Wars,271,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.7897767295525,163.67435926931523
1042,7141-1,1999,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",Naboo Fighter,https://cdn.rebrickable.com/media/sets/7141-1.jpg,158,Star Wars,179,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.8884516195071,159.57702939204214
1043,7142-1,2002,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",X-wing Fighter,https://cdn.rebrickable.com/media/sets/7142-1.jpg,158,Star Wars,273,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.50106149639487,234.56503280160493
1044,7143-1,2002,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Jedi Starfighter,https://cdn.rebrickable.com/media/sets/7143-1.jpg,158,Star Wars,139,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.2083589795413,302.76218069907605
1045,7144-1,2000,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Slave I,https://cdn.rebrickable.com/media/sets/7144-1.jpg,158,Star Wars,166,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.5718334018306,301.0325233407163
1046,7146-1,2001,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",TIE Fighter,https://cdn.rebrickable.com/media/sets/7146-1.jpg,158,Star Wars,171,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.91915380598266,230.16007231368093
1047,7150-1,1999,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",TIE Fighter & Y-wing,https://cdn.rebrickable.com/media/sets/7150-1.jpg,158,Star Wars,410,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.4450150251761,243.2208243806828
1048,7151-1,1999,"['71741-1', '41101-1', '71799-1', '71705-1', '75222-1']",Sith Infiltrator,https://cdn.rebrickable.com/media/sets/7151-1.jpg,158,Star Wars,244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518.5693759380158,279.02487322581374
1049,7152-1,2002,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",TIE Fighter & Y-wing,https://cdn.rebrickable.com/media/sets/7152-1.jpg,158,Star Wars,411,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.97086447120915,210.5878083667955
1050,7153-1,2002,"['71741-1', '71799-1', '41101-1', '71705-1', '41704-1']",Jango Fett's Slave I,https://cdn.rebrickable.com/media/sets/7153-1.jpg,158,Star Wars,371,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.3992270783149,336.92227974229075
1051,7155-1,2000,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Trade Federation AAT,https://cdn.rebrickable.com/media/sets/7155-1.jpg,158,Star Wars,158,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.46116689821525,301.03480364127154
1052,7159-1,2000,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Star Wars Podracing Bucket,https://cdn.rebrickable.com/media/sets/7159-1.jpg,158,Star Wars,293,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.2774151538627,287.3893683167925
1053,7161-1,1999,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Gungan Sub,https://cdn.rebrickable.com/media/sets/7161-1.jpg,158,Star Wars,379,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,431.66068161808624,269.7437863887341
1054,7163-1,2002,"['71741-1', '41101-1', '71799-1', '3315-1', '41130-1']",Republic Gunship,https://cdn.rebrickable.com/media/sets/7163-1.jpg,158,Star Wars,697,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,411.8191423752677,119.00884007694368
1055,7166-1,2001,"['71741-1', '71799-1', '41101-1', '3315-1', '71705-1']",Imperial Shuttle,https://cdn.rebrickable.com/media/sets/7166-1.jpg,158,Star Wars,238,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.848737629253,274.8422785292015
1056,71699-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '71737-1']",Thunder Raider,https://cdn.rebrickable.com/media/sets/71699-1.jpg,435,Ninjago,576,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.8775138544826,210.9688193250199
1057,71700-1,2020,"['71741-1', '71799-1', '71737-1', '41101-1', '41130-1']",Jungle Raider,https://cdn.rebrickable.com/media/sets/71700-1.jpg,435,Ninjago,127,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.90288549586384,130.78349872181565
1058,71701-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Kai's Fire Dragon,https://cdn.rebrickable.com/media/sets/71701-1.jpg,435,Ninjago,81,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.96423895083532,169.9827294021793
1059,71702-1,2020,"['71741-1', '71799-1', '71705-1', '71737-1', '71754-1']",Golden Mech,https://cdn.rebrickable.com/media/sets/71702-1.jpg,435,Ninjago,489,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.58298077577743,207.05355353916968
1060,71703-1,2020,"['71741-1', '71799-1', '41101-1', '71705-1', '41704-1']",Storm Fighter Battle,https://cdn.rebrickable.com/media/sets/71703-1.jpg,435,Ninjago,166,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.55360996772333,72.6743982588013
1061,71704-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '71737-1']",Kai Fighter,https://cdn.rebrickable.com/media/sets/71704-1.jpg,435,Ninjago,513,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.46483116354315,290.0663446548276
1062,71705-1,2020,"['71741-1', '71799-1', '41101-1', '41130-1', '75290-1']",Destiny's Bounty,https://cdn.rebrickable.com/media/sets/71705-1.jpg,435,Ninjago,1783,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.1477134463033,89.30527587770722
1063,71706-1,2020,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Cole's Speeder Car,https://cdn.rebrickable.com/media/sets/71706-1.jpg,435,Ninjago,52,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.28234977652772,102.32208758427912
1064,71707-1,2020,"['71741-1', '71799-1', '71705-1', '41130-1', '71737-1']",Kai's Mech Jet,https://cdn.rebrickable.com/media/sets/71707-1.jpg,435,Ninjago,226,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.48717787310505,197.92784084714592
1065,71708-1,2020,"['71741-1', '71705-1', '71799-1', '71737-1', '41101-1']",Gamer's Market,https://cdn.rebrickable.com/media/sets/71708-1.jpg,435,Ninjago,228,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.6138157741334,150.82376878320542
1066,71709-1,2020,"['71741-1', '71799-1', '71705-1', '41130-1', '41101-1']",Jay and Lloyd's Velocity Racers,https://cdn.rebrickable.com/media/sets/71709-1.jpg,435,Ninjago,323,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.37367645555,236.78435461253585
1067,71710-1,2020,"['71741-1', '71705-1', '71799-1', '71737-1', '41130-1']",Ninja Tuner Car,https://cdn.rebrickable.com/media/sets/71710-1.jpg,435,Ninjago,428,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.71428356245343,236.56440491987848
1068,7171-1,1999,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Mos Espa Podrace,https://cdn.rebrickable.com/media/sets/7171-1.jpg,158,Star Wars,907,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,311.7863750340773,289.31534495763674
1069,71711-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '71754-1']",Jay's Cyber Dragon,https://cdn.rebrickable.com/media/sets/71711-1.jpg,435,Ninjago,527,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.4267772766437,263.6629039832286
1070,71712-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Empire Temple of Madness,https://cdn.rebrickable.com/media/sets/71712-1.jpg,435,Ninjago,820,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.699634341613,243.17608009816135
1071,71713-1,2020,"['71741-1', '71799-1', '71705-1', '41101-1', '71754-1']",Empire Dragon,https://cdn.rebrickable.com/media/sets/71713-1.jpg,435,Ninjago,295,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.09359241739477,205.77601328593929
1072,71714-1,2020,"['71741-1', '71799-1', '41101-1', '71705-1', '3315-1']",Kai Avatar - Arcade Pod,https://cdn.rebrickable.com/media/sets/71714-1.jpg,435,Ninjago,58,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.51419104488463,147.9006762658011
1073,71715-1,2020,"['71741-1', '71799-1', '41101-1', '71705-1', '3315-1']",Jay Avatar - Arcade Pod,https://cdn.rebrickable.com/media/sets/71715-1.jpg,435,Ninjago,56,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.09360522550065,75.56514806889092
