,set_num,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945
374,851908-1,"['41401-1', '71737-1', '71705-1', '71741-1', '71736-1']",Key Rack,https://cdn.rebrickable.com/media/sets/851908-1.jpg,503,Key Chain,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,852095-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Yellow Brick Key Chain,https://cdn.rebrickable.com/media/sets/852095-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,852096-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Green Brick Key Chain,https://cdn.rebrickable.com/media/sets/852096-1.jpg,503,Key Chain,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,852097-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Orange Brick Key Chain,https://cdn.rebrickable.com/media/sets/852097-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,852098-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Black Brick Key Chain,https://cdn.rebrickable.com/media/sets/852098-1.jpg,503,Key Chain,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,852099-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Lime Green Brick Key Chain,https://cdn.rebrickable.com/media/sets/852099-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,852100-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",White Brick Key Chain,https://cdn.rebrickable.com/media/sets/852100-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,852113-1,"['71741-1', '71799-1', '41101-1', '3315-1', '41130-1']",Millennium Falcon Bag Charm,https://cdn.rebrickable.com/media/sets/852113-1.jpg,503,Key Chain,37,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,852114-1,"['71741-1', '71799-1', '3315-1', '41101-1', '41130-1']",Y-Wing Fighter Bag Charm,https://cdn.rebrickable.com/media/sets/852114-1.jpg,503,Key Chain,41,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,852273-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Pink Brick Key Chain,https://cdn.rebrickable.com/media/sets/852273-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,852274-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Light Blue Brick Key Chain,https://cdn.rebrickable.com/media/sets/852274-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,852333-1,"['71741-1', '41101-1', '3188-1', '3315-1', '41406-1']",Keychain Name Programme,https://cdn.rebrickable.com/media/sets/852333-1.jpg,503,Key Chain,64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,852445-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Chrome Gold Brick Key Chain,https://cdn.rebrickable.com/media/sets/852445-1.jpg,503,Key Chain,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,853305-1,"['41101-1', '41449-1', '71737-1', '41684-1', '41732-1']",Copenhagen Key Chain,https://cdn.rebrickable.com/media/sets/853305-1.jpg,503,Key Chain,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,853306-1,"['850752-1', '850789-1', '851324-1', '853305-1', '853456-1']",Berlin Key Chain,https://cdn.rebrickable.com/media/sets/853306-1.jpg,503,Key Chain,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,853379-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Purple Brick Key Chain,https://cdn.rebrickable.com/media/sets/853379-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,853380-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Turquoise Brick Key Chain,https://cdn.rebrickable.com/media/sets/853380-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,853429-1,"['853430-1', '853433-1']",Batman Key Chain,https://cdn.rebrickable.com/media/sets/853429-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,853430-1,"['853429-1', '853433-1']",Superman Key Chain,https://cdn.rebrickable.com/media/sets/853430-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,853433-1,"['853429-1', '853430-1']",Wonder Woman Key Chain,https://cdn.rebrickable.com/media/sets/853433-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,853456-1,"['850752-1', '850789-1', '851324-1', '853305-1', '853306-1']",Martian Manhunter Key Chain,https://cdn.rebrickable.com/media/sets/853456-1.jpg,503,Key Chain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,853563-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Baby Wind Dragon Fledge Bag Charm,https://cdn.rebrickable.com/media/sets/853563-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,853580-1,"['71741-1', '3315-1', '41400-1', '41130-1', '41101-1']",Key Rack,https://cdn.rebrickable.com/media/sets/853580-1.jpg,503,Key Chain,33,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,853682-1,[],Macy Key Chain,https://cdn.rebrickable.com/media/sets/853682-1.jpg,503,Key Chain,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,853793-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Rose Gold Brick Key Chain,https://cdn.rebrickable.com/media/sets/853793-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,853881-1,"['71741-1', '41400-1', '3315-1', '41008-1', '71799-1']",Friends Creative Bag Charms,https://cdn.rebrickable.com/media/sets/853881-1.jpg,503,Key Chain,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,853902-1,"['71741-1', '71799-1', '41400-1', '3315-1', '41008-1']",Creative Bag Charm,https://cdn.rebrickable.com/media/sets/853902-1.jpg,503,Key Chain,17,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,853913-1,"['71741-1', '71799-1', '41101-1', '3188-1', '3315-1']",Key Hanger,https://cdn.rebrickable.com/media/sets/853913-1.jpg,503,Key Chain,44,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,853989-1,"['71741-1', '71799-1', '41400-1', '3315-1', '41449-1']",Celebration Bag Charm,https://cdn.rebrickable.com/media/sets/853989-1.jpg,503,Key Chain,28,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,853992-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Chrome Black Brick Key Chain,https://cdn.rebrickable.com/media/sets/853992-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,853993-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Bright Light Blue Brick Key Chain,https://cdn.rebrickable.com/media/sets/853993-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,854021-1,"['71741-1', '71799-1', '41400-1', '3315-1', '41008-1']",Creative Bag Charm,https://cdn.rebrickable.com/media/sets/854021-1.jpg,503,Key Chain,17,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,854084-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Pearl White Brick Key Chain,https://cdn.rebrickable.com/media/sets/854084-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,854159-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Sand Green Brick Key Chain,https://cdn.rebrickable.com/media/sets/854159-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,854237-1,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Dark Blue Brick Key Chain,https://cdn.rebrickable.com/media/sets/854237-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,4212659-1,"['71741-1', '41101-1', '71799-1', '41704-1', '41130-1']",Photo Frame with Bird,https://cdn.rebrickable.com/media/sets/4212659-1.jpg,501,Gear,14,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,4212662-1,"['71741-1', '41414-1', '41101-1', '71799-1', '41435-1']",Photo Frame Castle,https://cdn.rebrickable.com/media/sets/4212662-1.jpg,501,Gear,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,4212666-1,"['41038-1', '7676-1', '41008-1', '9450-1', '71741-1']",Adventurers Photo Frame,https://cdn.rebrickable.com/media/sets/4212666-1.jpg,501,Gear,14,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,4527617-1,"['71741-1', '41101-1', '71799-1', '3315-1', '41449-1']",Castle Photo Frame,https://cdn.rebrickable.com/media/sets/4527617-1.jpg,501,Gear,68,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,5002044-1,[],The LEGO Movie Emmet & Wyldstyle Lenticular Sticker,https://cdn.rebrickable.com/media/sets/5002044-1.jpg,501,Gear,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,5004397-1,"['71741-1', '41101-1', '41130-1', '71799-1', '41670-1']",Friends Lanyard and Stickers,https://cdn.rebrickable.com/media/sets/5004397-1.jpg,501,Gear,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,5005738-1,[],Sticker Roll,https://cdn.rebrickable.com/media/sets/5005738-1.jpg,501,Gear,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,5006655-1,[],Porsche Welcome Pack,https://cdn.rebrickable.com/media/sets/5006655-1.jpg,501,Gear,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,5006771-1,['5006772-1'],VIDIYO Sticker Sheet,https://cdn.rebrickable.com/media/sets/5006771-1.jpg,501,Gear,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,5006772-1,['5006771-1'],VIDIYO VIP Welcome Pack,https://cdn.rebrickable.com/media/sets/5006772-1.jpg,501,Gear,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,5007289-1,"['71737-1', '71754-1', '70724-1', '71705-1', '71738-1']",Brick Scooper Set,https://cdn.rebrickable.com/media/sets/5007289-1.jpg,501,Gear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,850591-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Friends Name Sign,https://cdn.rebrickable.com/media/sets/850591-1.jpg,501,Gear,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,850776-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Legends of Chima Playmat,https://cdn.rebrickable.com/media/sets/850776-1.jpg,501,Gear,26,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,852231-1,"['71741-1', '71799-1', '41101-1', '71705-1', '71737-1']",Castle Coin Bank,https://cdn.rebrickable.com/media/sets/852231-1.jpg,501,Gear,96,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,852545-1,"['853913-1', '71741-1', '3188-1', '75235-1', '3315-1']",Treasure Box with Pop Up Pirate,https://cdn.rebrickable.com/media/sets/852545-1.jpg,501,Gear,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,852690-1,[],Designers' Tool Set,https://cdn.rebrickable.com/media/sets/852690-1.jpg,501,Gear,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,852748-1,"['71741-1', '71799-1', '41130-1', '41101-1', '71705-1']",Pirates Coin Bank,https://cdn.rebrickable.com/media/sets/852748-1.jpg,501,Gear,127,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
