,set_num,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945
1649,9488-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Elite Clone Trooper & Commando Droid Battle Pack,https://cdn.rebrickable.com/media/sets/9488-1.jpg,158,Star Wars,105,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,9489-1,"['71741-1', '41101-1', '3315-1', '41130-1', '71799-1']",Endor Rebel Trooper & Imperial Trooper Battle Pack,https://cdn.rebrickable.com/media/sets/9489-1.jpg,158,Star Wars,77,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,9490-1,"['71741-1', '3315-1', '71799-1', '41400-1', '41101-1']",Droid Escape,https://cdn.rebrickable.com/media/sets/9490-1.jpg,158,Star Wars,137,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,9491-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",Geonosian Cannon,https://cdn.rebrickable.com/media/sets/9491-1.jpg,158,Star Wars,133,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,9492-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",TIE Fighter,https://cdn.rebrickable.com/media/sets/9492-1.jpg,158,Star Wars,413,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,9493-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",X-wing Starfighter,https://cdn.rebrickable.com/media/sets/9493-1.jpg,158,Star Wars,560,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,9494-1,"['71741-1', '71799-1', '41101-1', '3315-1', '41130-1']",Anakin's Jedi Interceptor,https://cdn.rebrickable.com/media/sets/9494-1.jpg,158,Star Wars,300,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,9495-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Gold Leader's Y-wing Starfighter,https://cdn.rebrickable.com/media/sets/9495-1.jpg,158,Star Wars,458,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,9496-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Desert Skiff,https://cdn.rebrickable.com/media/sets/9496-1.jpg,158,Star Wars,220,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,9497-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Republic Striker Starfighter,https://cdn.rebrickable.com/media/sets/9497-1.jpg,158,Star Wars,376,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,9498-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Saesee Tiin's Jedi Starfighter,https://cdn.rebrickable.com/media/sets/9498-1.jpg,158,Star Wars,244,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,9499-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Gungan Sub,https://cdn.rebrickable.com/media/sets/9499-1.jpg,158,Star Wars,466,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,9500-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Sith Fury-Class Interceptor,https://cdn.rebrickable.com/media/sets/9500-1.jpg,158,Star Wars,748,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,9515-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",The Malevolence,https://cdn.rebrickable.com/media/sets/9515-1.jpg,158,Star Wars,1101,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,9516-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Jabba's Palace,https://cdn.rebrickable.com/media/sets/9516-1.jpg,158,Star Wars,717,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,9525-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Pre Vizsla's Mandalorian Fighter,https://cdn.rebrickable.com/media/sets/9525-1.jpg,158,Star Wars,403,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,9526-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Palpatine's Arrest,https://cdn.rebrickable.com/media/sets/9526-1.jpg,158,Star Wars,649,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,9674-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Naboo Starfighter & Naboo,https://cdn.rebrickable.com/media/sets/9674-1.jpg,158,Star Wars,56,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,9675-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Sebulba's Podracer & Tatooine,https://cdn.rebrickable.com/media/sets/9675-1.jpg,158,Star Wars,80,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,9676-1,"['71741-1', '71799-1', '41101-1', '41130-1', '3315-1']",TIE Interceptor & Death Star,https://cdn.rebrickable.com/media/sets/9676-1.jpg,158,Star Wars,65,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,9677-1,"['71741-1', '71799-1', '41130-1', '3315-1', '41400-1']",X-wing Starfighter & Yavin 4,https://cdn.rebrickable.com/media/sets/9677-1.jpg,158,Star Wars,77,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,9678-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Twin-pod Cloud Car & Bespin,https://cdn.rebrickable.com/media/sets/9678-1.jpg,158,Star Wars,78,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,9679-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",AT-ST & Endor,https://cdn.rebrickable.com/media/sets/9679-1.jpg,158,Star Wars,65,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,9788325341367-1,"['75053-1', '75092-1', '75101-1', '75105-1', '75155-1']",Star Wars: Zostań Bohaterem Galaktyki,https://cdn.rebrickable.com/media/sets/9788325341367-1.jpg,158,Star Wars,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,CELEB2015-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Tatooine Mini-Build (Star Wars Celebration Version),https://cdn.rebrickable.com/media/sets/celeb2015-1.jpg,158,Star Wars,178,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,CELEB2015MF-1,"['71741-1', '41101-1', '71799-1', '41130-1', '41449-1']",Mini Millennium Falcon,https://cdn.rebrickable.com/media/sets/celeb2015mf-1.jpg,158,Star Wars,20,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,CELEB2015SD-1,"['71741-1', '41130-1', '71799-1', '41101-1', '71705-1']",Mini Star Destroyer,https://cdn.rebrickable.com/media/sets/celeb2015sd-1.jpg,158,Star Wars,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,CELEB2015TF-1,"['71741-1', '41101-1', '71799-1', '41670-1', '41449-1']",Mini TIE Fighter,https://cdn.rebrickable.com/media/sets/celeb2015tf-1.jpg,158,Star Wars,15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,CELEB2015XW-1,"['71741-1', '71799-1', '71705-1', '75290-1', '41130-1']",Mini X-Wing,https://cdn.rebrickable.com/media/sets/celeb2015xw-1.jpg,158,Star Wars,27,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,CELEBV-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Fan Celebration V - CubeDude - The Bounty Hunter Edition,https://cdn.rebrickable.com/media/sets/celebv-1.jpg,158,Star Wars,497,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,CELEBVI-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41732-1']",Boba Fett's Mini Slave I,https://cdn.rebrickable.com/media/sets/celebvi-1.jpg,158,Star Wars,81,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,COMCON001-1,"['8097-1', '7676-1', '7681-1', '8098-1', '75053-1']",Clone Wars Pack,https://cdn.rebrickable.com/media/sets/comcon001-1.jpg,158,Star Wars,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,COMCON004-1,"['71741-1', '71735-1', '75053-1', '75290-1', '71799-1']",Collectible Display Set 1,https://cdn.rebrickable.com/media/sets/comcon004-1.jpg,158,Star Wars,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,COMCON005-1,"['71741-1', '71735-1', '75053-1', '75290-1', '71799-1']",Collectible Display Set 2,https://cdn.rebrickable.com/media/sets/comcon005-1.jpg,158,Star Wars,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,COMCON006-1,"['71741-1', '75053-1', '71799-1', '71735-1', '70726-1']",Collectible Display Set 4,https://cdn.rebrickable.com/media/sets/comcon006-1.jpg,158,Star Wars,30,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,COMCON007-1,"['71741-1', '75053-1', '71735-1', '75290-1', '71799-1']",Collectible Display Set 5,https://cdn.rebrickable.com/media/sets/comcon007-1.jpg,158,Star Wars,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,COMCON008-1,"['75092-1', '9516-1', '71741-1', '75103-1', '75185-1']",Collectible Display Set 3,https://cdn.rebrickable.com/media/sets/comcon008-1.jpg,158,Star Wars,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,COMCON009-1,"['71741-1', '75053-1', '71735-1', '75290-1', '71799-1']",Collectible Display Set 6,https://cdn.rebrickable.com/media/sets/comcon009-1.jpg,158,Star Wars,17,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,COMCON010-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Mini Republic Dropship & AT-TE Brickmaster SDCC 09 Exclusive,https://cdn.rebrickable.com/media/sets/comcon010-1.jpg,158,Star Wars,108,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,COMCON011-1,[],LEGO Star Wars Holo-Brick Archives,https://cdn.rebrickable.com/media/sets/comcon011-1.jpg,158,Star Wars,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,COMCON019-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",Darth Maul's Mini Sith Infiltrator,https://cdn.rebrickable.com/media/sets/comcon019-1.jpg,158,Star Wars,84,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,COMCON024-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Luke Skywalker's Mini Landspeeder,https://cdn.rebrickable.com/media/sets/comcon024-1.jpg,158,Star Wars,110,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,COMCON032-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",JEK-14 Mini Stealth Starfighter,https://cdn.rebrickable.com/media/sets/comcon032-1.jpg,158,Star Wars,127,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,COMCON039-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",The Ghost Starship,https://cdn.rebrickable.com/media/sets/comcon039-1.jpg,158,Star Wars,132,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,FANEXPO001-1,"['71741-1', '71799-1', '41101-1', '71705-1', '75290-1']",The Ghost Starship,https://cdn.rebrickable.com/media/sets/fanexpo001-1.jpg,158,Star Wars,134,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,FANEXPO2015-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Tatooine Mini-Build (FAN EXPO Version),https://cdn.rebrickable.com/media/sets/fanexpo2015-1.jpg,158,Star Wars,179,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,LLCA53-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Han Solo on his Tauntaun,https://cdn.rebrickable.com/media/sets/llca53-1.jpg,158,Star Wars,337,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,LUKE-1,"['71741-1', '71799-1', '41101-1', '71754-1', '71705-1']",Luke Skywalker,https://cdn.rebrickable.com/media/sets/luke-1.jpg,158,Star Wars,87,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,MAY2013-1,"['71741-1', '71705-1', '71799-1', '41130-1', '3315-1']",Holocron Droid,https://cdn.rebrickable.com/media/sets/may2013-1.jpg,158,Star Wars,31,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,PORG-1,"['71741-1', '71799-1', '71705-1', '41737-1', '41732-1']",Porg,https://cdn.rebrickable.com/media/sets/porg-1.jpg,158,Star Wars,75,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
